alpha,run_idx,algorithm,nue,sq_error,rel_sq_error,rmse,elapsed_sec
0.707107,6,OFA_fixed,2500,0.40837171548159285,0.00057179443473106076,0.10104104555595128,23.0564
0.707107,6,OFA_fixed,3000,0.42551847126688286,0.00059580300133846916,0.10314049535304778,23.0564
0.707107,6,OFA_fixed,3500,0.37373646489685364,0.0005232988049431004,0.096661324336165297,23.0564
0.707107,6,OFA_fixed,4000,0.34919380188396909,0.00048893462742483703,0.093433639804404639,23.0564
0.707107,6,OFA_fixed,4500,0.27521585963789158,0.00038535209693719454,0.082948155440294699,23.0564
0.707107,6,OFA_fixed,5000,0.27253945660618206,0.00038160464749196517,0.082543845410512295,23.0564
0.707107,7,EaseSHAP_boundary_size_player,500,0.8018356335157476,0.0011227152504248912,0.14158351188571955,32.4983
0.707107,7,EaseSHAP_boundary_size_player,1000,0.33693119603302629,0.00047176475616526469,0.091778428297861259,32.4983
0.707107,7,EaseSHAP_boundary_size_player,1500,0.19230315255232294,0.00026925927590500017,0.069336706107285442,32.4983
0.707107,7,EaseSHAP_boundary_size_player,2000,0.11560888309265785,0.00016187339487970786,0.053760785683585832,32.4983
0.707107,7,EaseSHAP_boundary_size_player,2500,0.066471075115261694,9.3071555596533777e-05,0.040764897618926293,32.4983
0.707107,7,EaseSHAP_boundary_size_player,3000,0.057569438886819188,8.060765111328305e-05,0.037937263635777416,32.4983
0.707107,7,EaseSHAP_boundary_size_player,3500,0.053640061373484184,7.5105810244033129e-05,0.036619687796827331,32.4983
0.707107,7,EaseSHAP_boundary_size_player,4000,0.043436850018079953,6.0819464622557599e-05,0.032953319263042367,32.4983
0.707107,7,EaseSHAP_boundary_size_player,4500,0.045926814088315893,6.4305865722502016e-05,0.033884662492164465,32.4983
0.707107,7,EaseSHAP_boundary_size_player,5000,0.037917851564616072,5.309186625728291e-05,0.030788736400109075,32.4983
0.707107,7,OFA_fixed,500,1.6960431219153487,0.0023747678436333896,0.20591522053477182,23.0842
0.707107,7,OFA_fixed,1000,1.3852441158048669,0.0019395928908227103,0.18609433869712874,23.0842
0.707107,7,OFA_fixed,1500,0.79092903756042199,0.0011074440388480536,0.14061730312806653,23.0842
0.707107,7,OFA_fixed,2000,0.64960096285096047,0.00090955911311360192,0.12743635302092576,23.0842
0.707107,7,OFA_fixed,2500,0.48722690953924286,0.00068220600194410512,0.11036608509175756,23.0842
0.707107,7,OFA_fixed,3000,0.35231373994388288,0.00049330310631730994,0.093850111873119646,23.0842
0.707107,7,OFA_fixed,3500,0.33115231089506175,0.00046367326932724665,0.090987953995990842,23.0842
0.707107,7,OFA_fixed,4000,0.25193533345339986,0.00035275513978945319,0.079362354654678655,23.0842
0.707107,7,OFA_fixed,4500,0.20508550404570738,0.00028715688528784916,0.071604033413926377,23.0842
0.707107,7,OFA_fixed,5000,0.17158698012030635,0.00024025287889832493,0.065495606745854779,23.0842
0.707107,8,EaseSHAP_boundary_size_player,500,0.84766040574753176,0.0011868782390492434,0.14557304057993806,33.6809
0.707107,8,EaseSHAP_boundary_size_player,1000,0.34227627855421755,0.00047924884069641579,0.092503551087811969,33.6809
0.707107,8,EaseSHAP_boundary_size_player,1500,0.23478125695337312,0.00032873632285425266,0.076612867221076686,33.6809
0.707107,8,EaseSHAP_boundary_size_player,2000,0.16112493550436852,0.00022560411978863348,0.06346749867143979,33.6809
0.707107,8,EaseSHAP_boundary_size_player,2500,0.11187299544940757,0.00015664247490604642,0.052885015706107048,33.6809
0.707107,8,EaseSHAP_boundary_size_player,3000,0.092304997441694139,0.00012924373024410531,0.048037744910042909,33.6809
0.707107,8,EaseSHAP_boundary_size_player,3500,0.070001158841814307,9.8014312776954741e-05,0.041833347595493203,33.6809
0.707107,8,EaseSHAP_boundary_size_player,4000,0.062231537484256159,8.7135434334112172e-05,0.0394434840893449,33.6809
0.707107,8,EaseSHAP_boundary_size_player,4500,0.062706571921171267,8.7800568664028579e-05,0.039593740642041915,33.6809
0.707107,8,EaseSHAP_boundary_size_player,5000,0.048905804741019666,6.8476992692750389e-05,0.034966342652978336,33.6809
0.707107,8,OFA_fixed,500,1.8726720205416312,0.002622080322481444,0.21637190324425393,23.2823
0.707107,8,OFA_fixed,1000,0.92499722355965164,0.0012951638042545382,0.15206883503529345,23.2823
0.707107,8,OFA_fixed,1500,0.75745741619812113,0.0010605777009239925,0.13760972133157245,23.2823
0.707107,8,OFA_fixed,2000,0.59632663929936713,0.00083496540212424223,0.12209900074318454,23.2823
0.707107,8,OFA_fixed,2500,0.50421198824594404,0.00070598819133130947,0.11227332588887087,23.2823
